game_id,critic_score,user_score,na_sales,eu_sales,jp_sales,other_sales,global_sales
1,0.3062168553888798,0.4969540878704949,40.3356525533037,40.068064345775234,12.921184204715205,29.29208837685383,39.85799142406543
2,1.1992399111731373,0.9906484888199543,10.866545454708357,12.294421300547862,22.204340457983704,9.525802880621143,14.11054883521725
3,-1.033317728287507,-0.349379170900008,13.179387865324655,12.331669878047421,9.92147774377098,9.532764065863697,13.548125865402522
4,1.7945886150293098,1.4138151182052054,3.21728057205887,2.5463306112186044,1.8298908006235117,2.0599317079817503,3.024373413847717
5,1.869007203011331,0.7790651741273293,3.0386144775205994,2.2828314148328293,0.014825921253103535,1.788445483522136,2.552054382349562
6,1.5713328510832447,0.21484300161366038,1.4276745811617946,-0.34940139513606744,7.818912129691138,5.7110733677014345,2.4701857502232145
7,-0.289131848467292,0.07378745848524315,2.547773558459416,2.2662764914996916,0.021753649800318832,1.690988890126377,2.2914311629177586
8,1.1248213231911162,0.4969540878704949,1.2441000774329118,2.435964455664353,0.32310984160418427,3.855917500560737,2.051153994073569
9,1.0504027352090948,0.6380096309989115,3.1888117987533215,-0.012784620695600548,-0.18954207088974775,1.7710425204157505,1.7890774853140792
10,1.1248213231911162,1.2022318035125805,-0.3157923633435298,2.8953635781589244,3.405949045114992,2.7142831207818463,1.714959729602061
11,1.7945886150293098,1.1317040319483722,2.308243189957558,1.055007934291782,0.2330493704903854,1.0784045887816063,1.6921915301349701
12,1.1248213231911162,0.5674818594347032,1.2676604415478485,2.009675179836057,0.2676880132264619,2.3279373398200875,1.6926759599108658
13,1.1248213231911162,0.920120717255746,2.010793593006481,1.0619058190139228,-0.22418071362582426,2.289650820986039,1.6524682885115356
14,1.0504027352090948,0.14431523004945207,1.113536392962637,1.8730970623376708,-0.01981272148297296,2.0146840039051477,1.4848555860516772
15,0.45505403135292294,0.4969540878704949,1.1361150752394513,1.6082182890074674,0.018289785526711184,1.4403862213944254,1.3283847684374164
16,0.9759841472270736,0.7790651741273293,0.16915846468891968,2.157289912889868,2.2663376990980755,0.8521660683985944,1.2765507824165931
17,0.8271469712630298,0.4969540878704949,0.47151647083060877,1.0246572415143629,3.3332078953692315,0.2813488785091491,1.0977961951111372
18,0.9015655592450523,0.21484300161366038,0.4440293793631825,1.101913550402339,2.307904070381367,0.5946022144240886,1.0115676950017305
19,0.8271469712630298,0.14431523004945207,1.0261667093697462,-0.2528310090260974,3.5999254444370203,0.21173702608360695,0.9505295432388918
20,0.9015655592450523,-0.4199069424642169,1.051690437160928,0.9225685476266804,-0.15490342815367128,0.6189663627730283,0.9074152931841883
21,0.9759841472270736,1.3432873466409971,1.4335646721905286,0.5445644648533692,-0.18954207088974775,0.36140250879852254,0.9224326162369503
22,-0.06587608452122766,0.4969540878704949,0.418505651572001,1.1598557820683209,-0.18954207088974775,1.986839262934931,0.8638166133535894
23,0.6783097952989874,1.1317040319483722,0.9682474809205266,0.8591080081829858,-0.12026478541759478,0.577199251317703,0.842986132990081
24,0.8271469712630298,0.2853707731778687,1.8772848630218386,-0.3218098562475046,-0.22418071362582426,0.3405189530708599,0.8294220992650058
25,0.15737967942483672,0.42642631630628597,0.4273407881151023,0.9846495101259468,-0.22418071362582426,1.718833631096594,0.7645085092950028
26,0.15737967942483672,-1.1251846581063025,0.6109152918439849,0.9294664323488211,-0.08562614268151829,0.5215097693772693,0.6884530344794023
27,0.7527283832810086,0.21484300161366038,0.7189002940374453,0.6921791979071805,-0.15490342815367128,0.4553785095730044,0.6395256271139523
28,-0.06587608452122766,0.2853707731778687,0.8386654782883741,-0.3080140868032231,2.31829566320219,0.09687746958146246,0.6434010653211167
29,0.9759841472270736,1.2022318035125805,0.1946821924801012,-0.28042254791466026,4.479746969933363,-0.03538505002706757,0.6191795765263395
30,0.9759841472270736,0.21484300161366038,0.7257720669043018,0.5155933490203782,0.049464563989180026,0.37184428666235386,0.5978646663869356
31,0.38063544337090105,-0.1377958562073824,0.458754606935018,-0.2942183173589417,3.471762466313537,0.002901468806980596,0.6090065512325331
32,-1.7030850201257008,-1.4072957443631364,0.4921317894311785,0.9349847401265337,-0.22418071362582426,0.45189791695172726,0.602708964145891
33,0.15737967942483672,1.2727595750767888,1.2853307146340511,-0.3218098562475046,-0.22418071362582426,0.6572528816070765,0.581394054006487
34,1.2736584991551598,0.7790651741273293,0.6766879749981835,0.5487031956866536,-0.15490342815367128,0.3857666571474623,0.5586258545393965
35,-0.06587608452122766,0.7085374025631198,0.35175128657967997,-0.3218098562475046,3.447515416398284,-0.038865642648344675,0.5373109443999925
36,0.7527283832810086,-0.843073571849468,1.2225030769942198,-0.34940139513606744,-0.18954207088974775,0.14212517365806485,0.47385064375767627
37,0.38063544337090105,0.07378745848524315,-0.1891554062257444,-0.3218098562475046,5.013182068068941,-0.24422060730369394,0.46077103980849654
38,1.1992399111731373,1.0611762603841626,0.9456687986437121,-0.28042254791466026,-0.22418071362582426,0.5006262136496067,0.4065149049081956
39,0.8271469712630298,0.4969540878704949,0.3664765141515155,0.4576511173543962,-0.18954207088974775,0.5946022144240886,0.3977951689420758
40,0.38063544337090105,-0.5609624855926335,0.3458611955509458,0.6025066965193512,-0.15490342815367128,0.3057130268580888,0.4031238964769268
41,0.9015655592450523,0.5674818594347032,0.03172300735178824,0.976372048459378,-0.15490342815367128,0.3857666571474623,0.39052872230364266
42,-0.1402946725032489,0.5674818594347032,0.5559411089091323,-0.2928387404145136,1.480040508989139,0.0063820614282577015,0.37938683745804513
